x,t,L
26,2,1500
32,2,900
32,3,2400
57,3,1500
51,2,1200
72,3,1800
44,3,1200
62,3,1500
50,3,1200
52,3,1500
54,3,900
39,3,4200
56,2,1200
41,3,1500
52,2,1200
52,3,1200
50,2,1200
25,3,1200
44,3,2100
69,3,1500
19,2,1800
57,2,1200
41,2,2100
21,3,1500
21,3,3000
31,3,3000
40,2,1500
57,3,1500
59,3,1500
58,2,1500
4,2,3000
1,2,3000
36,3,2400
23,3,2400
52,2,1200
32,2,1500
59,2,2100
58,2,2100
48,3,1200
24,3,2100
25,3,1800
48,3,1500
51,2,1500
47,2,1500
57,3,1500
5,3,1200
27,2,1500
1,3,1200
30,3,1500
53,3,1500
24,3,1500
51,2,1500
53,2,1200
16,2,1800
54,2,1500
27,3,1200
25,3,1200
40,2,1500
11,2,1500
16,3,1500
24,2,1500
57,3,2400
45,3,1200
54,3,1500
52,2,1500
34,3,1500
42,2,1500
46,2,2400
51,2,900
43,3,1500
63,3,1200
51,2,1500
52,2,1500
57,2,1800
62,2,1800
21,2,2400
12,2,2400
17,2,2400
53,2,1200
43,3,1200
52,2,600
55,2,1200
46,2,1200
55,3,750
46,3,1200
48,3,1200
54,3,1200
51,2,300
21,2,300
1,2,2100
44,2,300
8,3,1500
49,3,1200
49,2,1200
20,2,1500
13,3,1500
15,3,1500
39,3,1500
42,3,1500
52,3,1200
29,2,1500
52,3,1200
54,2,1200
53,2,1500
54,2,1650
53,3,2100
7,2,2100
5,2,2100
50,3,1200
54,3,2400
46,2,3000
41,2,2100
38,3,1800
22,3,1800
61,3,1200
31,2,1200
50,2,1200
10,2,2400
13,2,2400
46,2,1200
55,2,1200
68,3,1500
61,3,2400
22,2,2400
30,2,1500
23,3,900
55,2,1500
34,3,1800
37,3,1800
47,3,1200
33,2,1500
52,2,1200
44,2,1500
46,2,1500
45,3,1200
57,2,1500
48,2,1500
57,2,1500
54,3,1800
50,3,1800
58,2,1800
11,2,2100
65,3,1500
22,3,1500
47,2,1500
53,3,1200
67,2,1200
69,3,1200
2,3,1500
46,2,2100
49,2,2400
43,2,1500
43,2,1500
55,2,2100
45,2,1350
48,2,1800
41,2,1500
50,2,300
56,2,1200
57,2,1200
52,3,1200
54,2,1500
42,2,1500
62,2,1200
70,3,2400
32,2,1800
22,3,2100
39,3,3000
58,3,1800
59,2,1200
51,2,1200
56,3,1500
28,2,1800
64,3,1950
56,2,1200
66,3,900
61,2,1500
53,3,2100
50,2,1200
23,2,2400
49,2,1800
28,2,900
51,2,1500
27,2,2400
38,3,1500
51,2,1500
53,3,1500
52,2,1500
57,2,1500
54,2,1800
47,3,1500
53,3,1500
1,2,1500
13,2,1200
53,3,1200
58,2,450
55,2,1200
51,3,1500
41,2,1200
50,2,1200
18,2,1200
47,2,2400
57,2,1500
50,2,600
46,3,1200
53,2,1500
40,3,1500
63,2,1500
15,2,2400
12,2,2400
31,2,1500
29,3,1500
67,2,1200
69,2,1200
56,2,1500
54,2,1500
32,2,1200
30,2,1200
27,2,1500
38,2,1500
61,2,1800
58,2,1500
59,2,1500
42,3,1500
54,2,1500
49,2,1500
56,2,3000
56,2,1500
49,2,1500
60,2,1500
55,2,1500
24,3,1500
51,2,1500
49,2,1500
22,2,1500
19,2,1500
30,2,1350
57,3,1500
59,2,1500
50,2,1200
36,2,1500
40,2,1500
45,2,1500
24,2,1500
10,2,1500
52,2,1500
55,2,1200
55,2,1500
44,2,1500
55,2,1500
48,2,1500
42,2,1500
44,2,1500
58,2,1500
59,2,1500
44,2,1500
61,3,2400
42,2,1500
41,2,1500
54,2,1350
53,2,900
50,2,1500
41,2,1500
50,2,1500
49,2,1500
54,3,1500
45,2,2100
57,2,1500
30,2,1500
66,2,1500
54,2,1500
43,2,1200
53,2,1200
42,2,1800
28,2,1800
30,2,1500
21,2,1500
40,2,1500
36,2,1500
41,2,1500
23,2,1800
18,2,2100
54,3,3000
41,2,1500
49,2,1050
34,2,1200
55,2,1200
68,2,900
65,2,1500
39,2,1200
24,3,1500
42,2,1500
43,2,1500
25,3,1200
53,2,2100
14,2,3000
47,2,1500
60,2,1200
46,2,2100
43,2,2100
47,2,1200
69,2,1500
62,2,900
68,3,1050
63,3,1200
22,2,1500
44,2,1200
45,2,1200
50,2,1200
44,2,1200
55,2,1200
58,2,1200
29,2,1800
49,2,1500
45,2,1500
40,2,1500
27,2,1500
53,2,1500
60,2,1500
22,2,1800
49,2,1800
51,2,1500
57,2,2400
60,2,1800
49,2,1200
44,2,1200
31,2,1200
33,2,2100
69,2,1500
44,2,1500
42,2,1200
35,2,3000
56,2,2100
55,2,1200
39,2,2100
60,2,1500
51,2,2100
44,2,1200
27,2,1800
28,2,1500
54,2,1500
26,2,1500
45,2,1500
17,2,1500
25,2,1500
30,2,1500
43,2,1200
58,2,1500
44,2,1200
48,2,1500
42,2,1800
35,2,2400
53,2,1500
20,2,1500
54,2,1200
44,2,1500
50,2,1500
54,2,1500
34,2,1500
36,2,3000
7,2,1500
7,2,1500
33,2,3000
21,2,1200
36,2,2400
56,2,1200
34,2,1200
68,2,1200
63,2,1200
24,2,2100
43,2,1200
60,2,1200
50,2,2100
66,2,1200
52,2,1500
23,2,1500
7,2,1500
32,2,3000
48,2,1800
48,2,1800
44,2,1500
26,2,1500
47,2,1500
55,2,1500
21,2,1500
1,2,1800
54,2,1500
60,2,1200
52,2,1500
32,2,1500
50,2,1200
52,2,1200
53,2,1500
39,2,1500
30,2,2100
31,2,1800
55,2,1200
51,2,1200
24,2,1500
54,2,1500
41,2,1800
44,2,1500
74,2,900
59,2,1200
16,2,1200
54,2,1500
37,2,1500
30,2,1050
49,2,1050
32,2,1200
46,2,2100
14,2,3000
47,2,900
53,2,1200
17,2,1500
24,2,1500
45,2,1200
46,2,1500
68,3,1200
21,2,1200
72,2,750
53,2,1200
70,2,750
29,2,1500
44,2,1500
29,2,1200
15,2,1500
16,3,1500
50,2,1500
48,2,1500
32,2,1500
32,2,1500
45,2,1500
38,2,1500
55,2,1500
42,2,1500
40,2,1500
34,2,1500
51,2,1050
60,2,1050
59,2,1050
42,2,1050
68,3,1200
59,2,900
62,2,1500
69,2,1500
55,2,1650
42,2,1800
59,2,1500
31,2,1500
43,2,1500
43,2,2100
48,2,3000
14,2,3000
17,2,3000
58,2,1500
50,2,1500
29,2,2100
43,2,1500
19,3,1500
47,2,1500
51,2,1500
23,2,1500
53,2,1200
49,2,1200
48,2,1800
46,2,1500
41,2,1500
43,2,1500
52,2,1500
57,2,1200
45,2,1500
55,2,1500
29,2,1500
20,2,1500
43,2,1200
47,2,1500
44,2,1500
24,2,1500
46,2,1500
47,2,1500
53,2,1050
40,2,1050
56,2,1500
66,3,1500
59,3,1500
35,2,1500
49,2,1050
51,2,1200
66,2,1500
37,2,1500
36,2,1200
41,2,1200
12,2,3000
12,2,1500
60,2,900
23,2,1500
47,2,1500
51,2,1500
27,2,1500
55,2,1200
53,2,1500
57,2,1500
59,2,1500
55,2,1500
32,2,1500
45,2,1200
50,2,1500
50,2,1200
48,2,1500
26,2,1800
59,2,1200
31,2,1800
27,2,2400
49,2,1200
45,2,1500
34,2,1500
34,2,2400
42,2,2400
35,2,3000
3,2,4200
3,2,4200
57,2,1200
36,2,1200
53,2,1500
41,2,1500
45,2,1200
44,2,1200
47,2,1500
50,2,1500
45,2,1500
46,2,1500
36,2,1500
38,2,1500
37,2,1500
53,2,1200
60,2,1200
46,2,1500
44,2,1500
44,2,1200
16,3,1200
44,2,1500
28,2,1500
56,2,450
38,2,1200
52,2,1200
60,2,1050
46,2,1500
59,2,1500
44,2,1500
48,2,1500
52,2,1500
44,2,1500
49,2,750
42,2,1500
59,2,1500
53,2,1500
43,2,1500
50,2,1500
45,2,1500
29,2,1500
18,2,1500
45,2,1950
16,2,1500
30,2,1500
25,2,1200
51,2,2100
54,3,1200
42,2,1200
43,2,1200
59,2,300
24,2,1500
37,2,2100
40,2,1800
32,2,2100
54,2,1200
13,2,1200
33,2,1500
40,2,1500
41,2,1500
56,2,1200
63,2,1200
31,2,1800
42,2,2100
9,2,3000
11,2,3000
42,2,2100
41,2,1950
47,2,1200
44,2,1200
36,2,1500
63,2,1200
51,2,1800
69,2,1200
60,2,1200
62,2,1200
69,2,1200
59,2,3000
49,2,1500
74,2,1500
22,2,1500
16,2,3000
50,2,1500
38,2,1200
29,2,1500
57,2,1500
55,2,1500
32,2,1950
58,2,1500
49,2,1500
15,2,1500
17,2,1500
46,2,1200
38,2,1500
51,2,1200
52,2,1200
32,2,1200
38,2,1200
74,2,1200
61,2,1500
32,2,1800
32,2,1800
63,2,1200
64,2,1500
19,2,1500
27,2,1500
40,2,1500
39,2,1200
56,2,1500
42,2,1200
60,2,1500
40,2,1500
26,2,1500
37,3,2400
47,2,1500
60,2,1500
42,2,1500
44,2,1500
43,2,1500
1,2,1500
22,2,1500
44,2,1500
25,2,1500
30,2,2100
1,2,4200
29,2,3600
35,2,1500
58,2,1500
49,2,900
50,2,1500
43,2,1500
57,2,1200
46,2,1200
25,2,1500
53,2,1500
54,2,1500
53,2,1500
19,2,1500
35,2,2100
37,2,2100
46,2,1500
54,2,1050
46,2,1500
53,2,900
60,2,1200
24,2,1500
13,2,4200
46,2,1200
51,2,1500
61,2,1200
70,2,1200
28,2,1200
69,2,1200
68,2,1200
48,2,1200
45,2,1800
44,2,1500
49,2,1200
63,2,1500
44,2,1200
48,2,1200
38,2,1050
35,2,1050
37,2,1500
35,2,1800
2,2,2100
21,2,2250
21,2,1200
41,2,1500
24,2,1500
52,2,1500
55,2,1500
41,2,1200
32,2,1500
45,2,1200
51,2,1500
51,2,1500
52,2,1500
18,2,1500
50,2,900
59,2,900
50,2,1500
30,2,1500
52,2,1200
51,2,1500
28,2,2100
44,2,1500
31,2,1500
23,2,1500
53,2,1500
50,2,900
45,2,1950
28,2,1800
52,2,900
21,2,1500
68,2,2400
59,2,1800
60,2,900
45,2,1050
49,2,3000
44,2,1500
44,2,1500
2,2,1500
4,2,1500
64,2,1200
60,2,1200
58,2,1200
20,2,2400
56,2,1200
35,2,1200
54,2,1200
52,2,1200
50,2,1200
46,2,1200
59,2,1500
53,2,1500
68,2,600
30,3,1800
46,2,1200
44,2,1500
32,2,2400
58,2,1500
73,2,600
47,2,1200
56,2,1200
46,2,1200
41,2,1500
45,2,1950
21,2,1500
23,2,1500
51,2,1500
27,2,1500
54,2,1500
22,2,1500
31,2,1500
34,2,1800
47,2,2100
52,2,1500
1,2,1500
46,2,1200
46,2,1200
6,2,600
22,2,1500
19,2,1500
55,2,1500
23,2,1500
55,2,1500
46,2,1500
18,2,1500
51,2,1200
32,2,3000
46,2,1800
25,2,1200
59,2,1500
58,2,1500
53,2,1200
52,2,1200
41,2,1200
51,2,1500
20,2,1500
34,2,1500
49,2,1500
57,2,1500
53,2,1500
66,2,1200
47,2,1500
63,2,1200
18,2,1800
21,2,1800
54,2,1500
52,2,1500
45,2,900
44,2,1500
19,2,1500
55,2,1200
28,2,1200
29,2,1500
30,2,1500
28,2,1200
34,2,1500
48,2,1500
49,2,1500
50,2,1500
15,2,4200
50,2,1500
35,2,1500
35,2,1500
54,2,1500
46,2,1500
37,2,1500
53,2,1500
36,2,1500
19,2,1500
25,2,1500
22,2,1200
60,2,1200
46,2,1050
44,2,1050
24,2,1500
53,2,1500
48,2,1500
4,2,1500
56,2,1500
52,2,1500
57,2,1500
54,2,1500
48,2,1200
50,2,1200
47,2,1500
55,2,1200
24,2,3000
21,2,3000
55,2,1200
2,2,1500
49,2,1500
50,2,1500
42,2,1500
28,2,1500
52,2,1950
51,2,1200
43,2,1500
59,2,1500
24,2,1500
59,2,1650
19,2,1500
44,2,1500
64,2,1200
62,2,1200
19,2,1200
52,2,1500
60,2,1200
43,2,1500
56,2,1200
66,2,1200
54,2,1200
17,2,1500
17,2,1500
48,2,1500
43,2,1800
47,2,1500
39,2,1200
50,2,1200
22,2,1500
31,2,1500
45,2,1500
42,2,1500
5,2,1500
52,2,1200
53,2,1500
39,2,1200
53,2,1500
36,2,1200
22,2,1500
60,2,1500
33,2,1500
41,2,1500
35,2,1500
50,2,1500
60,2,1050
63,2,1500
47,2,1500
45,2,1500
62,2,1500
54,2,1200
23,2,1500
48,2,1200
52,2,900
55,2,1200
61,2,1500
45,2,2400
56,2,1500
51,2,1500
34,2,1500
54,2,1500
23,2,1500
57,2,1200
26,2,1500
55,2,1500
27,2,1500
43,2,2400
37,2,1200
45,2,1500
32,2,1050
37,2,1050
54,2,1500
54,2,1500
50,2,1500
52,2,1500
43,2,1500
63,2,1500
52,3,1200
43,2,1500
40,2,2100
39,2,1500
51,2,1200
40,2,1500
50,2,1800
32,2,1800
47,2,1200
35,2,1500
47,2,1500
52,2,1050
25,2,1800
26,2,1200
21,2,1500
59,2,1500
49,2,1200
53,2,1500
52,2,1500
43,2,1650
43,2,2700
49,2,1200
54,2,1200
45,2,1050
50,2,1200
31,2,900
46,2,1050
57,2,1200
21,2,2400
41,2,1800
25,2,1500
56,2,1200
30,2,1500
34,2,1800
52,2,2250
33,2,1200
43,2,1500
38,2,1800
53,2,1200
52,2,1500
36,2,1500
40,2,1200
33,2,2100
48,2,1200
49,2,1200
32,2,2100
36,2,1500
45,2,1500
48,2,1500
48,2,1200
52,2,1200
6,2,2100
39,3,2400
27,2,1500
32,2,1800
61,2,2100
45,2,1500
6,2,1500
55,2,1200
50,2,1500
20,2,3000
18,2,3000
3,2,1500
4,2,2400
1,2,2400
35,2,1500
59,2,1500
52,2,1500
52,2,1200
57,2,1200
49,2,1500
46,2,1500
16,2,1500
51,2,1500
61,2,1200
43,2,2400
44,2,2400
55,2,1200
55,2,1200
48,2,1200
39,2,1500
63,2,1500
44,2,2100
25,2,1200
29,2,1500
56,2,1800
28,2,1500
67,2,1500
43,2,1500
61,2,1800
50,2,1500
62,2,1200
40,2,1500
37,2,1500
51,2,1500
43,2,1500
62,2,1200
71,2,1050
48,2,1500
35,2,1200
32,2,1200
41,2,1500
46,2,1500
60,2,2100
60,2,1050
63,2,600
31,2,1350
43,2,1500
40,2,1200
42,2,1500
1,2,1500
54,2,1200
50,2,1200
34,2,1500
43,2,1800
47,2,1500
42,2,1500
48,2,1500
52,2,1500
47,2,1500
35,2,1500
44,2,1500
47,2,1500
42,2,1500
28,2,4200
51,2,1500
37,2,1200
51,2,1500
39,2,1500
3,2,1500
38,2,1500
36,2,1200
57,2,1200
36,2,1200
14,2,1200
55,2,1200
34,2,1200
47,2,1200
46,2,1050
50,2,1800
14,2,1800
17,2,1800
46,2,1800
26,2,1800
23,2,1500
64,2,1200
37,2,1500
51,2,1200
41,2,1500
74,2,450
57,2,1200
52,2,1500
49,2,1200
49,2,2400
49,2,2400
33,2,1500
52,2,1200
51,2,1500
25,2,1500
56,2,1200
49,2,1500
54,2,1200
35,2,1500
53,2,1500
27,2,1500
45,2,1050
49,2,1500
35,2,1200
51,2,1800
50,2,1500
59,2,1500
53,2,1050
55,2,1050
49,2,1050
55,2,1050
58,2,1050
60,2,1500
49,2,1050
56,2,1050
45,2,1050
53,2,1050
50,2,1050
57,2,1050
45,2,1050
56,2,1050
58,2,1050
44,2,1050
51,2,1050
40,2,1500
49,2,1500
25,2,1500
41,2,1500
25,2,1200
43,2,1500
23,2,1500
45,2,1500
20,2,1500
51,2,1200
52,2,1200
28,2,1500
23,2,1500
28,2,1500
32,2,1500
49,2,1050
36,2,1500
33,2,1500
66,2,1200
59,2,1800
56,2,1200
57,2,1200
59,2,1200
26,2,1200
53,2,1800
68,2,1200
59,2,450
50,2,1500
27,2,1500
64,2,1500
58,2,1500
59,2,1500
48,2,1200
37,2,1500
40,2,1500
17,2,1500
38,2,1200
57,2,1200
19,2,1500
20,2,2100
47,2,1500
46,2,1500
53,2,450
40,2,1200
5,2,1500
7,2,1500
2,2,1500
34,2,1200
28,2,1500
58,2,900
47,2,1800
47,2,1800
51,2,1200
59,2,900
67,2,1200
55,2,1200
61,2,1500
48,2,1200
56,2,1200
55,2,1200
44,2,1200
54,2,1200
56,2,1200
24,2,1200
56,2,1200
30,2,1500
56,2,1200
6,2,1200
4,2,1200
52,2,2100
60,2,1200
63,2,900
64,2,900
43,2,1200
28,2,1500
54,2,1200
57,2,1200
51,2,1500
50,2,1200
50,2,1200
39,2,1500
51,2,1200
22,2,3000
58,2,900
32,2,1800
47,2,1500
43,2,1500
45,2,1500
36,2,1500
11,2,1500
12,2,1500
49,2,1500
35,2,1500
32,2,1500
55,2,1200
20,2,1500
53,2,1200
36,2,1500
47,2,1500
30,2,1500
55,2,1500
56,2,1500
48,2,1500
55,2,900
58,2,900
49,2,600
49,2,1200
48,2,900
44,2,3000
63,2,1500
24,2,1500
26,2,1500
55,2,1200
71,2,1500
59,2,1500
57,2,1200
40,2,1050
28,2,1500
38,2,1200
22,2,1500
53,2,1350
58,2,600
45,2,1500
25,2,2700
53,2,750
47,2,1050
49,2,1500
33,2,750
38,2,1500
37,2,750
47,2,1500
58,2,1500
29,2,1800
59,2,1500
59,2,1500
60,2,1200
51,2,1500
24,2,1800
53,2,1200
32,2,1500
42,2,1500
43,2,1500
46,2,1500
29,2,1500
23,2,1950
45,2,1500
51,2,1500
19,2,1800
46,2,1500
40,2,1500
49,2,1500
48,2,1500
47,2,1350
74,2,900
49,2,1200
46,2,1200
45,2,1200
52,2,1500
62,2,1200
51,2,1500
40,2,1500
47,2,1500
26,2,1500
30,2,2400
47,2,1200
51,2,1500
52,2,1800
30,2,1500
53,2,1200
46,2,1200
54,2,1500
24,2,1500
48,2,1500
59,2,1500
26,2,1200
42,2,1500
38,2,1500
58,2,1500
56,2,1500
22,2,1500
32,2,1500
31,2,1800
45,2,2400
59,2,1500
15,2,1800
41,2,1500
46,2,1200
33,2,2400
49,2,1500
40,2,1500
24,2,1200
57,2,1200
15,2,2100
61,2,1350
42,2,2100
51,2,1500
33,2,1500
59,2,1050
19,2,1500
21,2,1500
51,2,1500
56,2,2100
57,2,2100
16,2,1500
51,2,1500
54,2,1800
33,2,1500
44,2,1500
36,2,1200
45,2,1650
43,2,2100
59,2,1050
50,2,1500
46,2,1050
51,2,1500
48,2,1050
21,2,1500
60,2,1200
45,2,1800
21,2,1800
50,2,1500
61,2,1200
23,2,1200
28,2,1200
54,2,1200
46,2,1200
62,2,1200
61,2,1200
18,2,1500
30,2,1200
41,2,1500
45,2,1950
46,2,1950
53,2,1500
47,2,1500
26,2,2100
48,2,1500
50,2,1200
22,2,1500
16,2,1500
49,2,1050
47,2,1500
45,2,2100
45,2,1200
39,2,1200
46,2,1200
45,2,1200
34,2,4200
57,2,1500
56,2,1500
50,2,1050
50,2,1200
26,2,1200
36,2,1500
44,2,2100
43,2,1200
27,2,1500
40,2,2400
22,2,1500
48,2,1500
52,2,1500
32,2,1200
49,2,1500
55,2,1200
50,2,1200
58,2,1500
53,2,1200
47,2,1500
55,2,1500
55,2,1500
47,2,1500
44,2,1500
71,2,1500
52,2,1500
47,2,1050
49,2,2400
63,2,1200
63,2,1050
56,2,1500
44,2,1050
59,2,900
49,2,1500
58,2,900
2,2,1500
55,2,1500
44,2,1500
20,2,1500
38,2,1500
51,2,600
60,2,600
52,2,1500
55,2,1500
45,2,1500
20,2,1500
51,2,1050
43,2,1500
23,2,1500
49,2,2100
51,2,1050
34,2,3000
48,2,1500
50,2,1800
71,2,900
16,2,2100
55,2,1500
19,2,600
55,2,1500
51,2,1200
59,2,1500
67,2,1200
62,2,1500
64,2,1050
45,2,1500
48,2,1500
51,2,1500
49,2,1200
47,2,1050
51,2,1500
55,2,1500
40,2,1500
57,2,1500
55,2,1500
45,2,1500
59,2,1500
60,2,1200
60,2,1200
51,2,1200
37,2,1500
52,2,1500
53,2,1500
51,2,1500
51,2,1500
53,2,2700
52,2,1500
56,2,1200
26,2,1500
53,2,1500
21,2,1500
57,2,1200
46,2,1200
16,2,2100
15,2,2100
23,2,1500
58,2,1200
38,2,1500
59,2,1200
46,2,1200
57,2,600
51,2,1500
56,2,1200
46,2,1500
53,2,1500
51,2,1500
54,2,1500
53,2,1500
27,2,2250
54,2,1500
55,2,1500
50,2,1500
34,2,1500
31,2,1200
46,2,1500
51,2,1500
27,2,1500
31,2,3000
71,2,1200
55,2,1800
59,2,1200
48,2,1800
55,2,1200
54,2,1500
47,2,1500
58,2,750
21,2,1500
60,2,1200
49,2,1050
44,2,1500
45,2,1200
44,2,1200
36,2,1200
52,2,1500
47,2,1050
42,2,1800
51,2,1500
38,2,3600
33,2,1200
42,2,1200
53,2,1500
34,2,1800
55,2,1500
47,2,1200
48,2,1500
60,2,1200
60,2,1200
57,2,1500
18,2,2100
45,2,1200
43,2,1500
27,2,2400
50,2,1500
51,2,1200
52,2,1500
20,2,1800
46,2,1500
25,2,1200
60,2,900
49,2,1200
58,2,1200
53,2,2400
37,2,1200
51,2,1500
39,2,1500
50,2,1500
46,2,1200
52,2,2100
48,2,2100
1,2,2400
63,2,1500
65,2,600
61,2,1200
29,2,1500
35,2,1500
40,2,1500
44,2,1200
59,2,1500
39,2,1200
32,2,1500
36,2,1500
60,2,1500
52,2,1500
34,2,1500
54,2,1500
48,2,1500
46,2,1500
38,2,1500
52,2,2100
55,2,1200
50,2,1200
24,2,1500
46,2,1500
2,2,2400
29,2,1500
29,2,1200
47,2,1500
31,2,1200
22,2,1500
23,2,1500
57,2,1500
26,2,1500
32,2,1200
51,2,1500
59,2,1200
39,2,1200
62,2,1200
42,2,1200
63,2,1200
69,2,900
66,2,900
60,2,1500
52,2,1200
29,2,2400
42,2,1500
63,2,1500
19,2,2100
50,2,2100
62,2,1500
40,2,2250
66,2,1050
58,2,1050
39,2,1050
54,2,1500
1,2,1200
39,2,600
23,2,1500
42,2,1200
49,2,900
40,2,900
51,2,1500
59,2,1200
50,2,1200
49,2,1200
48,2,1200
14,2,3000
11,2,3000
35,2,1800
51,2,900
42,2,1050
35,2,1800
39,2,1200
49,2,1500
54,2,1050
51,2,1500
46,2,1500
50,2,1050
58,2,1500
36,2,1500
35,2,1500
41,2,1500
21,2,1800
38,2,1200
57,2,1500
60,2,1500
36,2,1200
45,2,1500
60,2,1500
48,2,1500
24,2,1500
56,2,1200
43,2,1500
23,2,1500
51,2,1500
33,2,1200
52,2,1500
43,2,1500
51,2,1200
54,2,1500
42,2,1500
43,2,1500
49,2,1200
42,2,1500
48,2,1200
34,2,1200
18,2,1500
52,2,1200
49,2,1200
45,2,1500
47,2,1200
34,2,1050
42,2,1050
33,2,1500
30,2,1500
30,2,1500
40,2,1500
54,2,1500
58,2,1500
60,2,1500
25,2,1500
50,2,1500
4,2,1200
59,2,1500
34,2,1500
47,2,1500
55,2,900
36,2,1500
38,2,900
60,2,1500
50,2,1500
54,2,1500
45,2,1500
43,2,1500
27,2,1500
57,2,1500
49,2,1500
20,2,1500
49,2,1500
51,2,1500
37,2,1500
2,2,1500
49,2,1500
48,2,1500
42,2,1500
60,2,1200
36,2,1200
47,2,1200
29,2,2400
43,2,1500
25,2,1200
35,2,1500
5,2,1500
35,2,1500
25,2,1800
44,2,1500
59,2,1500
40,2,1500
45,2,1500
33,2,1500
55,2,1200
45,2,1200
60,2,1200
27,2,1200
28,2,1200
59,2,1500
51,2,1500
30,2,1500
32,2,1500
47,2,1500
48,2,1200
45,2,1500
45,2,1200
46,2,1200
55,2,750
46,2,1200
46,2,1200
29,2,1500
57,2,1500
63,2,600
20,2,1500
22,2,1500
24,2,1500
63,2,1500
59,2,1200
55,2,1200
46,2,1500
45,2,1050
67,2,1200
65,2,1500
61,2,1500
44,2,3000
48,2,1500
48,2,1200
35,2,2400
64,2,900
62,2,1500
52,2,1800
61,2,1200
25,2,2100
53,2,900
53,2,1500
60,2,1050
50,2,1200
30,2,1500
39,2,1500
31,2,1500
39,2,1500
31,2,1800
36,2,1800
24,2,1500
49,2,1500
26,2,1500
47,2,1050
32,2,1500
55,2,1800
48,2,1500
46,2,1800
52,2,1050
58,2,1200
53,2,1500
28,2,900
27,2,1500
45,2,1500
47,2,1200
4,2,1200
52,2,1050
38,2,2400
44,2,1500
39,2,1500
54,2,1500
32,2,1500
22,2,1500
21,2,1200
49,2,1500
60,2,1200
42,2,1500
44,2,1500
62,2,1200
42,2,1200
44,3,1800
60,2,1200
49,2,1500
55,2,1500
20,2,1500
50,2,1500
55,2,900
51,2,1500
44,2,1500
33,2,1500
47,2,1800
63,2,600
27,2,1500
23,2,1500
29,2,1500
56,2,1500
40,2,2100
34,2,750
54,2,1200
31,2,1200
47,2,2400
47,2,2400
45,2,1200
46,2,1200
67,2,1500
51,2,1200
67,2,2100
51,2,1200
51,2,1200
60,2,1200
72,2,1500
57,2,2100
64,2,1500
67,2,1500
45,2,1500
44,2,1500
47,2,1500
61,2,1200
64,2,1200
18,2,2100
60,2,1500
54,2,1500
41,2,1500
52,2,1500
30,2,1500
51,2,1200
55,2,1500
49,2,1500
54,2,1500
44,2,3000
52,2,1050
54,2,1200
58,2,600
41,2,1500
54,2,1200
44,2,1500
17,2,1500
50,2,1500
49,2,1200
41,2,1350
9,2,1500
40,2,1500
37,2,1500
47,2,1500
29,2,1500
46,2,1500
57,2,1650
38,2,1500
20,2,1500
53,2,1500
43,2,1500
21,2,2400
46,2,1050
35,2,1200
40,2,1500
51,2,1200
43,2,1200
56,2,1200
38,2,1800
53,2,1050
47,2,1500
42,2,900
47,2,1200
48,2,1500
47,2,1650
38,2,1050
45,2,1500
44,2,3000
47,2,1500
59,2,1200
57,2,1200
52,2,1500
44,2,2100
37,2,1500
46,2,1200
51,2,1200
29,2,1200
39,2,1200
63,2,1200
59,2,1500
67,2,1500
71,2,1500
56,2,1200
47,2,1200
32,2,1500
50,2,1500
55,2,1800
25,2,1500
34,2,1200
55,2,3000
49,2,1500
40,2,2100
28,2,1800
34,2,1800
32,2,1800
43,2,1500
60,2,1350
52,2,1500
29,2,1500
34,2,1200
29,2,1500
38,2,1500
6,2,1500
2,2,1500
33,2,1500
24,2,1500
21,2,1500
39,2,1200
50,2,1500
51,2,1500
49,2,1500
48,2,1500
50,2,1500
51,2,1200
59,2,1200
46,2,1500
46,2,2100
50,2,1200
53,2,1500
49,2,1200
36,2,1500
30,2,1800
45,2,1200
33,2,1200
30,2,1200
60,2,1200
39,2,1500
48,2,1200
42,2,1500
60,2,1500
45,2,1500
57,2,1200
20,2,2100
29,2,1500
59,2,1200
47,3,1800
34,2,1200
47,2,1200
47,2,1500
23,2,2100
66,2,1200
32,2,1500
41,2,1500
49,2,1200
7,2,2250
35,2,2250
53,2,1350
58,2,1200
44,2,1500
60,2,1200
51,2,1500
47,2,1050
36,2,1500
56,2,600
32,2,1500
41,2,1500
41,2,1500
42,2,1200
54,2,900
44,2,1200
1,2,1500
55,2,600
51,2,600
55,2,450
27,2,1500
42,2,1500
59,2,1500
27,2,2100
58,2,1800
52,2,1500
50,2,1500
58,2,1200
44,2,1200
34,2,1800
51,2,1500
52,2,1500
49,2,1500
51,2,1200
50,2,1200
43,2,1500
57,2,1500
58,2,1200
59,2,1200
53,2,450
34,2,1500
61,2,1200
65,2,1500
46,2,1500
66,2,1500
67,2,1200
58,2,1800
41,2,1800
45,2,3000
41,2,1200
70,2,1050
49,2,3000
60,2,1500
56,2,1500
55,2,1500
56,2,600
44,2,1050
56,2,600
68,2,1200
16,2,1500
19,2,1500
34,2,1500
59,2,1200
2,2,1500
56,2,1500
20,2,1500
23,2,1500
48,2,1500
37,2,1500
57,2,1500
42,2,1500
43,2,1500
36,2,1500
39,2,1500
52,2,1500
29,2,1500
27,2,1500
40,2,1500
41,2,2100
54,2,1200
59,2,1200
49,2,1500
54,2,1500
23,2,1500
20,2,1500
43,2,1500
51,2,1800
46,2,1200
20,2,1200
50,2,1050
35,2,1500
37,2,1500
60,2,1500
38,2,1500
